url,category,label,timestamp,is_blocked,risk_level
https://www.harvard.edu,education,education,2025-01-24 11:15:12.100364,False,low
https://isnfc.harvard.edu/irluxoco,education,education,2025-01-24 11:15:12.100364,False,low
https://jcein.harvard.edu/smnwouki,education,education,2025-01-24 11:15:12.100364,False,low
https://gecey.harvard.edu/qvzelsjn,education,education,2025-01-24 11:15:12.100364,False,low
https://wteay.harvard.edu/mswsoicr,education,education,2025-01-24 11:15:12.100364,False,low
https://bquyq.harvard.edu/nzfzgrjp,education,education,2025-01-24 11:15:12.100364,False,low
https://itfpz.harvard.edu/wftiyxon,education,education,2025-01-24 11:15:12.100364,False,low
https://bricd.harvard.edu/uxxufbdg,education,education,2025-01-24 11:15:12.100364,False,low
https://sjosc.harvard.edu/tvtydpel,education,education,2025-01-24 11:15:12.100364,False,low
https://orsnf.harvard.edu/hanhpwza,education,education,2025-01-24 11:15:12.100364,False,low
https://fmiqa.harvard.edu/utcuujch,education,education,2025-01-24 11:15:12.100364,False,low
https://bjecu.harvard.edu/wkzvmdii,education,education,2025-01-24 11:15:12.100364,False,low
https://shzcu.harvard.edu/xdgkstde,education,education,2025-01-24 11:15:12.100364,False,low
https://rmdgz.harvard.edu/dxrtpcnl,education,education,2025-01-24 11:15:12.100364,False,low
https://gkyvf.harvard.edu/wvvatmxt,education,education,2025-01-24 11:15:12.100364,False,low
https://yxkfn.harvard.edu/lvbapqrd,education,education,2025-01-24 11:15:12.100364,False,low
https://clonm.harvard.edu/fvqrmmlv,education,education,2025-01-24 11:15:12.100364,False,low
https://xfphw.harvard.edu/kuaravcn,education,education,2025-01-24 11:15:12.100364,False,low
https://whrua.harvard.edu/dkfhshxx,education,education,2025-01-24 11:15:12.100364,False,low
https://vlkei.harvard.edu/vluttugk,education,education,2025-01-24 11:15:12.100364,False,low
https://wyulh.harvard.edu/czufcojl,education,education,2025-01-24 11:15:12.100364,False,low
https://ftikl.harvard.edu/qlccicom,education,education,2025-01-24 11:15:12.100364,False,low
https://ojknx.harvard.edu/qpkancsf,education,education,2025-01-24 11:15:12.100364,False,low
https://suyfw.harvard.edu/fpdagpck,education,education,2025-01-24 11:15:12.100364,False,low
https://hxlib.harvard.edu/aiqxspeb,education,education,2025-01-24 11:15:12.100364,False,low
https://lzguj.harvard.edu/bptaxgtp,education,education,2025-01-24 11:15:12.100364,False,low
https://gqasi.harvard.edu/nxkowwfd,education,education,2025-01-24 11:15:12.100364,False,low
https://suhzl.harvard.edu/aivppdya,education,education,2025-01-24 11:15:12.100364,False,low
https://zxzja.harvard.edu/rzciyqhk,education,education,2025-01-24 11:15:12.100364,False,low
https://jjiom.harvard.edu/hpdyrcei,education,education,2025-01-24 11:15:12.100364,False,low
https://knlfw.harvard.edu/rrfbijcf,education,education,2025-01-24 11:15:12.100364,False,low
https://kvxqq.harvard.edu/eignssex,education,education,2025-01-24 11:15:12.100364,False,low
https://hgvng.harvard.edu/bxnrpexo,education,education,2025-01-24 11:15:12.100364,False,low
https://jnzga.harvard.edu/ukhrwoqm,education,education,2025-01-24 11:15:12.100364,False,low
https://eiqhd.harvard.edu/bbsrdesj,education,education,2025-01-24 11:15:12.100364,False,low
https://ccfys.harvard.edu/kppwazxv,education,education,2025-01-24 11:15:12.100364,False,low
https://xlhya.harvard.edu/rbcwmjsj,education,education,2025-01-24 11:15:12.100364,False,low
https://tsxjg.harvard.edu/ojpcgamj,education,education,2025-01-24 11:15:12.100364,False,low
https://bmptx.harvard.edu/thqsirga,education,education,2025-01-24 11:15:12.100364,False,low
https://vssec.harvard.edu/zdqsnrga,education,education,2025-01-24 11:15:12.100364,False,low
https://ooygi.harvard.edu/lreuaton,education,education,2025-01-24 11:15:12.100364,False,low
https://goixl.harvard.edu/rlmjhfsp,education,education,2025-01-24 11:15:12.100364,False,low
https://kqenz.harvard.edu/vpudmyzr,education,education,2025-01-24 11:15:12.100364,False,low
https://gourr.harvard.edu/bjtyesdb,education,education,2025-01-24 11:15:12.100364,False,low
https://vnxgs.harvard.edu/ivrzmnfe,education,education,2025-01-24 11:15:12.100364,False,low
https://oiwwx.harvard.edu/rqkftvud,education,education,2025-01-24 11:15:12.100364,False,low
https://pcpbv.harvard.edu/cuvwnfun,education,education,2025-01-24 11:15:12.100364,False,low
https://svofx.harvard.edu/hojoqagt,education,education,2025-01-24 11:15:12.100364,False,low
https://vqbfy.harvard.edu/nqnammzb,education,education,2025-01-24 11:15:12.100364,False,low
https://oiqgm.harvard.edu/dufkitbt,education,education,2025-01-24 11:15:12.100364,False,low
https://eqkmp.harvard.edu/lcdphxty,education,education,2025-01-24 11:15:12.100364,False,low
https://www.mit.edu,education,education,2025-01-24 11:15:12.100364,False,low
https://bgemy.mit.edu/bmjzonin,education,education,2025-01-24 11:15:12.100364,False,low
https://kaydr.mit.edu/mrixcukq,education,education,2025-01-24 11:15:12.100364,False,low
https://ysown.mit.edu/eklcvnnu,education,education,2025-01-24 11:15:12.100364,False,low
https://conqu.mit.edu/witozjdq,education,education,2025-01-24 11:15:12.100364,False,low
https://pknhr.mit.edu/fqloqqub,education,education,2025-01-24 11:15:12.100364,False,low
https://scagq.mit.edu/wtcainkb,education,education,2025-01-24 11:15:12.100364,False,low
https://ksdqh.mit.edu/vdizqcut,education,education,2025-01-24 11:15:12.100364,False,low
https://rctyf.mit.edu/sxaexpfh,education,education,2025-01-24 11:15:12.100364,False,low
https://sjaay.mit.edu/majaeymd,education,education,2025-01-24 11:15:12.100364,False,low
