url,category,label,timestamp,is_blocked,risk_level
https://www.harvard.edu,education,education,2025-01-24 12:02:44.395266,False,low
https://mzqpr.harvard.edu/smhrxsuj,education,education,2025-01-24 12:02:44.395266,False,low
https://mmeew.harvard.edu/fkvlizeg,education,education,2025-01-24 12:02:44.395266,False,low
https://updsm.harvard.edu/pnwqvagm,education,education,2025-01-24 12:02:44.395266,False,low
https://nxfad.harvard.edu/gidktcmp,education,education,2025-01-24 12:02:44.395266,False,low
https://zjvyc.harvard.edu/mmgmwqqc,education,education,2025-01-24 12:02:44.395266,False,low
https://dhqvy.harvard.edu/fdkaaiwp,education,education,2025-01-24 12:02:44.395266,False,low
https://lddkw.harvard.edu/yfoylhzt,education,education,2025-01-24 12:02:44.395266,False,low
https://cljzb.harvard.edu/gbjxefrp,education,education,2025-01-24 12:02:44.395266,False,low
https://dggly.harvard.edu/ebkvlpbj,education,education,2025-01-24 12:02:44.395266,False,low
https://epvek.harvard.edu/obkbmlpb,education,education,2025-01-24 12:02:44.395266,False,low
https://idnms.harvard.edu/dbmqmjde,education,education,2025-01-24 12:02:44.395266,False,low
https://mhwyl.harvard.edu/jsivieju,education,education,2025-01-24 12:02:44.395266,False,low
https://panms.harvard.edu/fdynbbxo,education,education,2025-01-24 12:02:44.395266,False,low
https://nzhcj.harvard.edu/hqlxsfou,education,education,2025-01-24 12:02:44.395266,False,low
https://waiei.harvard.edu/ypuzvqsv,education,education,2025-01-24 12:02:44.395266,False,low
https://ogumb.harvard.edu/ityvsicq,education,education,2025-01-24 12:02:44.395266,False,low
https://hhfyw.harvard.edu/osembnxe,education,education,2025-01-24 12:02:44.395266,False,low
https://iommi.harvard.edu/jvtckxwg,education,education,2025-01-24 12:02:44.395266,False,low
https://vramv.harvard.edu/oyqmhwmi,education,education,2025-01-24 12:02:44.395266,False,low
https://qjqko.harvard.edu/gefatxyu,education,education,2025-01-24 12:02:44.395266,False,low
https://jwxju.harvard.edu/jniisqnl,education,education,2025-01-24 12:02:44.395266,False,low
https://yowit.harvard.edu/azlpjnxg,education,education,2025-01-24 12:02:44.395266,False,low
https://cwaro.harvard.edu/qbmmjfpi,education,education,2025-01-24 12:02:44.395266,False,low
https://aucea.harvard.edu/eiuawixi,education,education,2025-01-24 12:02:44.395266,False,low
https://mqaby.harvard.edu/qjvnolju,education,education,2025-01-24 12:02:44.395266,False,low
https://lmodp.harvard.edu/hwgdjvzv,education,education,2025-01-24 12:02:44.395266,False,low
https://ppkjk.harvard.edu/nssnidau,education,education,2025-01-24 12:02:44.395266,False,low
https://fnmal.harvard.edu/ndqwahwr,education,education,2025-01-24 12:02:44.395266,False,low
https://btuvz.harvard.edu/crkbluob,education,education,2025-01-24 12:02:44.395266,False,low
https://fixqf.harvard.edu/vammpryo,education,education,2025-01-24 12:02:44.395266,False,low
https://psbup.harvard.edu/ssthciia,education,education,2025-01-24 12:02:44.395266,False,low
https://nybpl.harvard.edu/exmxmlst,education,education,2025-01-24 12:02:44.395266,False,low
https://cqpxj.harvard.edu/rhtfcjgm,education,education,2025-01-24 12:02:44.395266,False,low
https://tknfc.harvard.edu/wulluyjn,education,education,2025-01-24 12:02:44.395266,False,low
https://gpwcz.harvard.edu/mqzgxrtn,education,education,2025-01-24 12:02:44.395266,False,low
https://fudgv.harvard.edu/pxwknsoc,education,education,2025-01-24 12:02:44.395266,False,low
https://xflyi.harvard.edu/sgikwpse,education,education,2025-01-24 12:02:44.395266,False,low
https://adbwc.harvard.edu/iotnjnuq,education,education,2025-01-24 12:02:44.395266,False,low
https://ptcpr.harvard.edu/eymubicu,education,education,2025-01-24 12:02:44.395266,False,low
https://zwcch.harvard.edu/ivrtbllv,education,education,2025-01-24 12:02:44.395266,False,low
https://cleam.harvard.edu/rzyakdey,education,education,2025-01-24 12:02:44.395266,False,low
https://qefxt.harvard.edu/dwxjthzg,education,education,2025-01-24 12:02:44.395266,False,low
https://kisca.harvard.edu/fqkqgfzq,education,education,2025-01-24 12:02:44.395266,False,low
https://dxshs.harvard.edu/uqbdbqbu,education,education,2025-01-24 12:02:44.395266,False,low
https://zqrkh.harvard.edu/kkrsdzsj,education,education,2025-01-24 12:02:44.395266,False,low
https://wchmc.harvard.edu/rynhzyrz,education,education,2025-01-24 12:02:44.395266,False,low
https://baupi.harvard.edu/ialjgkyu,education,education,2025-01-24 12:02:44.395266,False,low
https://toszh.harvard.edu/udadbpgx,education,education,2025-01-24 12:02:44.395266,False,low
https://rvwsi.harvard.edu/lebalhqg,education,education,2025-01-24 12:02:44.395266,False,low
https://smdsy.harvard.edu/gipcdmmh,education,education,2025-01-24 12:02:44.395266,False,low
https://www.mit.edu,education,education,2025-01-24 12:02:44.395266,False,low
https://szjkq.mit.edu/dmljoqfv,education,education,2025-01-24 12:02:44.395266,False,low
https://zeilh.mit.edu/sxjwcezd,education,education,2025-01-24 12:02:44.395266,False,low
https://gafco.mit.edu/tjpozqqu,education,education,2025-01-24 12:02:44.395266,False,low
https://wmjqz.mit.edu/tuigajjl,education,education,2025-01-24 12:02:44.395266,False,low
https://lapjd.mit.edu/awlpeajv,education,education,2025-01-24 12:02:44.395266,False,low
https://ihfii.mit.edu/klnevswp,education,education,2025-01-24 12:02:44.395266,False,low
https://jldok.mit.edu/muheduyn,education,education,2025-01-24 12:02:44.395266,False,low
https://kzlyp.mit.edu/hmytpnjt,education,education,2025-01-24 12:02:44.395266,False,low
https://vqwqk.mit.edu/lzbltqwu,education,education,2025-01-24 12:02:44.395266,False,low
https://rssda.mit.edu/qksvcjqq,education,education,2025-01-24 12:02:44.395266,False,low
https://skial.mit.edu/apgjqhoy,education,education,2025-01-24 12:02:44.395266,False,low
https://rbpif.mit.edu/xrqhxpuj,education,education,2025-01-24 12:02:44.395266,False,low
https://fqzft.mit.edu/wdlpjapp,education,education,2025-01-24 12:02:44.395266,False,low
https://hzhym.mit.edu/dychtksb,education,education,2025-01-24 12:02:44.395266,False,low
https://qwsih.mit.edu/ignsqkoy,education,education,2025-01-24 12:02:44.395266,False,low
https://qynht.mit.edu/zguwctjc,education,education,2025-01-24 12:02:44.395266,False,low
https://limax.mit.edu/ubjryver,education,education,2025-01-24 12:02:44.395266,False,low
https://jdbsy.mit.edu/atanatgg,education,education,2025-01-24 12:02:44.395266,False,low
https://ilepx.mit.edu/kruodzia,education,education,2025-01-24 12:02:44.395266,False,low
https://xtoci.mit.edu/nwowwkyt,education,education,2025-01-24 12:02:44.395266,False,low
https://kifjn.mit.edu/qfcrymgn,education,education,2025-01-24 12:02:44.395266,False,low
https://nzpwa.mit.edu/yfpwezyp,education,education,2025-01-24 12:02:44.395266,False,low
https://afggy.mit.edu/wbjrpzlw,education,education,2025-01-24 12:02:44.395266,False,low
https://bpfeq.mit.edu/hksevfyl,education,education,2025-01-24 12:02:44.395266,False,low
https://qghby.mit.edu/lgarsaxs,education,education,2025-01-24 12:02:44.395266,False,low
https://ptjpw.mit.edu/ldwlruky,education,education,2025-01-24 12:02:44.395266,False,low
https://wfilc.mit.edu/jfusixwm,education,education,2025-01-24 12:02:44.395266,False,low
https://ikysk.mit.edu/kooxbzjd,education,education,2025-01-24 12:02:44.395266,False,low
https://ysfrv.mit.edu/fxgyduvv,education,education,2025-01-24 12:02:44.395266,False,low
https://hoing.mit.edu/dbkjpcst,education,education,2025-01-24 12:02:44.395266,False,low
https://fhuxm.mit.edu/ktmavxqp,education,education,2025-01-24 12:02:44.395266,False,low
https://oybip.mit.edu/vgmmjzix,education,education,2025-01-24 12:02:44.395266,False,low
https://glzps.mit.edu/mtyatjom,education,education,2025-01-24 12:02:44.395266,False,low
https://tqeth.mit.edu/eravoczk,education,education,2025-01-24 12:02:44.395266,False,low
https://wdsqi.mit.edu/djaogupx,education,education,2025-01-24 12:02:44.395266,False,low
https://fpdan.mit.edu/ddxvtqku,education,education,2025-01-24 12:02:44.395266,False,low
https://uriqh.mit.edu/levgitxa,education,education,2025-01-24 12:02:44.395266,False,low
https://kdzqw.mit.edu/dycbtyjm,education,education,2025-01-24 12:02:44.395266,False,low
https://uwhib.mit.edu/zopixzfb,education,education,2025-01-24 12:02:44.395266,False,low
https://nsfca.mit.edu/kdpshbtt,education,education,2025-01-24 12:02:44.395266,False,low
https://fkiyb.mit.edu/lyayfiri,education,education,2025-01-24 12:02:44.395266,False,low
https://kvwuz.mit.edu/jwcxfbmp,education,education,2025-01-24 12:02:44.395266,False,low
https://xshwy.mit.edu/ovumovij,education,education,2025-01-24 12:02:44.395266,False,low
https://odxlq.mit.edu/affaykne,education,education,2025-01-24 12:02:44.395266,False,low
https://oaqbo.mit.edu/dfceiddz,education,education,2025-01-24 12:02:44.395266,False,low
https://evcuw.mit.edu/xskjwfou,education,education,2025-01-24 12:02:44.395266,False,low
https://pkjfs.mit.edu/bvhfhukv,education,education,2025-01-24 12:02:44.395266,False,low
https://daswd.mit.edu/ojkscpnf,education,education,2025-01-24 12:02:44.395266,False,low
https://uvybj.mit.edu/xtlstxje,education,education,2025-01-24 12:02:44.395266,False,low
https://przfc.mit.edu/gfaqlsah,education,education,2025-01-24 12:02:44.395266,False,low
https://www.stanford.edu,education,education,2025-01-24 12:02:44.395266,False,low
https://jraib.stanford.edu/zrrkuptk,education,education,2025-01-24 12:02:44.395266,False,low
https://fpahz.stanford.edu/sbbnpoou,education,education,2025-01-24 12:02:44.395266,False,low
https://xnguy.stanford.edu/gyqcadcc,education,education,2025-01-24 12:02:44.395266,False,low
https://hnxpf.stanford.edu/oacjpobi,education,education,2025-01-24 12:02:44.395266,False,low
https://ncgsk.stanford.edu/jalmwdnc,education,education,2025-01-24 12:02:44.395266,False,low
https://fiwcc.stanford.edu/lmmbrjmj,education,education,2025-01-24 12:02:44.395266,False,low
https://gjvzd.stanford.edu/cneeaizu,education,education,2025-01-24 12:02:44.395266,False,low
https://irmrj.stanford.edu/rktfqwle,education,education,2025-01-24 12:02:44.395266,False,low
https://gkqnx.stanford.edu/hpfjlfty,education,education,2025-01-24 12:02:44.395266,False,low
https://sjenw.stanford.edu/ioxqiufd,education,education,2025-01-24 12:02:44.395266,False,low
https://mfqgl.stanford.edu/njzjvvif,education,education,2025-01-24 12:02:44.395266,False,low
https://namqy.stanford.edu/jmjosirr,education,education,2025-01-24 12:02:44.395266,False,low
https://winxu.stanford.edu/bnmmqhlw,education,education,2025-01-24 12:02:44.395266,False,low
https://nwozt.stanford.edu/ierlglgq,education,education,2025-01-24 12:02:44.395266,False,low
https://uohls.stanford.edu/upbqqefu,education,education,2025-01-24 12:02:44.395266,False,low
https://mnslc.stanford.edu/yqjfqvus,education,education,2025-01-24 12:02:44.395266,False,low
https://nkezy.stanford.edu/vqnltpaj,education,education,2025-01-24 12:02:44.395266,False,low
https://tolyb.stanford.edu/ebxzmzia,education,education,2025-01-24 12:02:44.395266,False,low
