url,category,label,timestamp,is_blocked,risk_level
https://www.dating123.com,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://vwgcd.dating123.com/mpfzsymv,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://dcyoh.dating123.com/pzefivlx,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://lunwc.dating123.com/uoohbaui,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://zmnen.dating123.com/rqvzsnwk,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://xuexc.dating123.com/xiaoglov,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://mxuxw.dating123.com/dntoancd,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://baksr.dating123.com/vodrwhlm,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://osiqr.dating123.com/syxtgina,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://aefoz.dating123.com/nkrzfhkz,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://ahcoc.dating123.com/autzbzbi,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://rgbev.dating123.com/uemizkpq,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://uagfe.dating123.com/rokgixdp,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://nxxti.dating123.com/elktashq,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://vvdak.dating123.com/figtkjvw,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://iadpe.dating123.com/jumgcciq,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://lvmkl.dating123.com/fkceedft,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://qydyc.dating123.com/hylflizh,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://oounb.dating123.com/weebdlqt,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://ulhuj.dating123.com/oaozmbzw,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://boykm.dating123.com/ucsjvhpb,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://hgbug.dating123.com/xffoecpj,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://lpzpu.dating123.com/flppnjiu,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://czqbt.dating123.com/uqxirnro,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
https://zeuab.dating123.com/vulsbcrc,inappropriate,inappropriate,2025-01-24 11:15:12.100364,True,high
