url,category,label,timestamp,is_blocked,risk_level
https://www.harvard.edu,education,education,2025-01-24 13:26:35.457335,False,low
https://txtes.harvard.edu/abgczibc,education,education,2025-01-24 13:26:35.457335,False,low
https://kukny.harvard.edu/cufnsfbq,education,education,2025-01-24 13:26:35.457335,False,low
https://vyizu.harvard.edu/zhvshtul,education,education,2025-01-24 13:26:35.457335,False,low
https://mwyqd.harvard.edu/drndmdcu,education,education,2025-01-24 13:26:35.457335,False,low
https://vpofy.harvard.edu/offmjyab,education,education,2025-01-24 13:26:35.457335,False,low
https://kaztb.harvard.edu/ybhqbpoh,education,education,2025-01-24 13:26:35.457335,False,low
https://zdqgn.harvard.edu/garopybb,education,education,2025-01-24 13:26:35.457335,False,low
https://goluo.harvard.edu/kfjswjaw,education,education,2025-01-24 13:26:35.457335,False,low
https://varzg.harvard.edu/svvlxsda,education,education,2025-01-24 13:26:35.457335,False,low
https://usxpi.harvard.edu/mwavorvb,education,education,2025-01-24 13:26:35.457335,False,low
https://gtffo.harvard.edu/ltdmzdfa,education,education,2025-01-24 13:26:35.457335,False,low
https://nnjmz.harvard.edu/gkaruino,education,education,2025-01-24 13:26:35.457335,False,low
https://moatq.harvard.edu/cdqcslhl,education,education,2025-01-24 13:26:35.457335,False,low
https://wyzfb.harvard.edu/eexqjlum,education,education,2025-01-24 13:26:35.457335,False,low
https://aqicm.harvard.edu/wtfqelyi,education,education,2025-01-24 13:26:35.457335,False,low
https://yjubq.harvard.edu/liuibosv,education,education,2025-01-24 13:26:35.457335,False,low
https://kojvu.harvard.edu/igxviohv,education,education,2025-01-24 13:26:35.457335,False,low
https://srivn.harvard.edu/lybbwwrl,education,education,2025-01-24 13:26:35.457335,False,low
https://keadw.harvard.edu/kvbweliy,education,education,2025-01-24 13:26:35.457335,False,low
https://tamjp.harvard.edu/bykhrrqs,education,education,2025-01-24 13:26:35.457335,False,low
https://iwnrs.harvard.edu/igwihghg,education,education,2025-01-24 13:26:35.457335,False,low
https://rnoqy.harvard.edu/yobdblcb,education,education,2025-01-24 13:26:35.457335,False,low
https://cjsss.harvard.edu/dhynlzqn,education,education,2025-01-24 13:26:35.457335,False,low
https://ehdjo.harvard.edu/zyqmpxvf,education,education,2025-01-24 13:26:35.457335,False,low
https://ymbrd.harvard.edu/vzgpwowx,education,education,2025-01-24 13:26:35.457335,False,low
https://tvqpp.harvard.edu/rsoyctsj,education,education,2025-01-24 13:26:35.457335,False,low
https://qclal.harvard.edu/wjtjzosd,education,education,2025-01-24 13:26:35.457335,False,low
https://jiccy.harvard.edu/eytmytqk,education,education,2025-01-24 13:26:35.457335,False,low
https://xtguk.harvard.edu/nxzpkgqf,education,education,2025-01-24 13:26:35.457335,False,low
https://cliqy.harvard.edu/whgxmpgu,education,education,2025-01-24 13:26:35.457335,False,low
https://wpvwh.harvard.edu/obgyhrtt,education,education,2025-01-24 13:26:35.457335,False,low
https://nrsvf.harvard.edu/fmatmgyc,education,education,2025-01-24 13:26:35.457335,False,low
https://doham.harvard.edu/qgbsssim,education,education,2025-01-24 13:26:35.457335,False,low
https://ebkuc.harvard.edu/umwqlqna,education,education,2025-01-24 13:26:35.457335,False,low
https://dswdu.harvard.edu/ahmdovna,education,education,2025-01-24 13:26:35.457335,False,low
https://kghjx.harvard.edu/lcvntflq,education,education,2025-01-24 13:26:35.457335,False,low
https://ryfdv.harvard.edu/ylepyenh,education,education,2025-01-24 13:26:35.457335,False,low
https://wrkac.harvard.edu/olabxhur,education,education,2025-01-24 13:26:35.457335,False,low
https://pqyom.harvard.edu/fjacfuva,education,education,2025-01-24 13:26:35.457335,False,low
https://ewvom.harvard.edu/gtpypalx,education,education,2025-01-24 13:26:35.457335,False,low
https://emcij.harvard.edu/nuucfhum,education,education,2025-01-24 13:26:35.457335,False,low
https://pxvae.harvard.edu/pcguhblh,education,education,2025-01-24 13:26:35.457335,False,low
https://tldnz.harvard.edu/itfclpvn,education,education,2025-01-24 13:26:35.457335,False,low
https://cvtvz.harvard.edu/tiimypfu,education,education,2025-01-24 13:26:35.457335,False,low
https://urdhn.harvard.edu/lcidrhyy,education,education,2025-01-24 13:26:35.457335,False,low
https://lnacn.harvard.edu/wyozevkq,education,education,2025-01-24 13:26:35.457335,False,low
https://calga.harvard.edu/jurtyfmq,education,education,2025-01-24 13:26:35.457335,False,low
https://uvkvi.harvard.edu/toeifyut,education,education,2025-01-24 13:26:35.457335,False,low
https://twjmh.harvard.edu/zoofsmsd,education,education,2025-01-24 13:26:35.457335,False,low
https://zufpl.harvard.edu/igeutppa,education,education,2025-01-24 13:26:35.457335,False,low
https://www.mit.edu,education,education,2025-01-24 13:26:35.457335,False,low
https://tbcsb.mit.edu/obglfhys,education,education,2025-01-24 13:26:35.457335,False,low
https://evnck.mit.edu/guowgkoj,education,education,2025-01-24 13:26:35.457335,False,low
https://bebmw.mit.edu/khumsjln,education,education,2025-01-24 13:26:35.457335,False,low
https://gnaxj.mit.edu/rmdnjjnp,education,education,2025-01-24 13:26:35.457335,False,low
https://juolp.mit.edu/dalmsqur,education,education,2025-01-24 13:26:35.457335,False,low
https://dagzy.mit.edu/rintdtkg,education,education,2025-01-24 13:26:35.457335,False,low
https://zhowf.mit.edu/humcogom,education,education,2025-01-24 13:26:35.457335,False,low
https://oyknd.mit.edu/fzelsfro,education,education,2025-01-24 13:26:35.457335,False,low
https://ibwow.mit.edu/gqbvikiy,education,education,2025-01-24 13:26:35.457335,False,low
https://yhbsx.mit.edu/pesrqtge,education,education,2025-01-24 13:26:35.457335,False,low
https://qlpsd.mit.edu/lcitkbjv,education,education,2025-01-24 13:26:35.457335,False,low
https://irqwm.mit.edu/pvyleerq,education,education,2025-01-24 13:26:35.457335,False,low
https://zbcbo.mit.edu/chekbryz,education,education,2025-01-24 13:26:35.457335,False,low
https://tcoxu.mit.edu/bscaaucj,education,education,2025-01-24 13:26:35.457335,False,low
https://oofaz.mit.edu/vmgokvbq,education,education,2025-01-24 13:26:35.457335,False,low
https://yyjpv.mit.edu/viplsemf,education,education,2025-01-24 13:26:35.457335,False,low
https://cbfmw.mit.edu/gvlgvema,education,education,2025-01-24 13:26:35.457335,False,low
https://viqdq.mit.edu/uyifdicl,education,education,2025-01-24 13:26:35.457335,False,low
https://lbvjy.mit.edu/ligctlck,education,education,2025-01-24 13:26:35.457335,False,low
